ansible-role-jenkins-plugins,deployment,14,2,2,red hat,1,0.5,yes
ansible-role-jenkins-plugins,deployment,13,1,6,red hat,6,1.0,yes
fuel-plugin-vxlan,deployment,13,2,1,openstack foundation,1,1.0,yes
fuel-plugin-vxlan,deployment,12,1,1,orange,1,1.0,yes
oslosphinx,infra tools,18,11,2,ntt,1,0.5,yes
oslosphinx,infra tools,17,10,2,suse,2,1.0,yes
oslosphinx,infra tools,16,9,7,red hat,2,0.2857142857142857,no
oslosphinx,infra tools,15,8,6,independent,2,0.3333333333333333,no
oslosphinx,infra tools,14,7,7,nec,2,0.2857142857142857,no
oslosphinx,infra tools,13,6,4,hpe,1,0.25,no
oslosphinx,infra tools,12,5,9,hpe,5,0.5555555555555556,yes
oslosphinx,infra tools,11,4,9,hpe,7,0.7777777777777778,yes
oslosphinx,infra tools,10,3,4,hpe,2,0.5,yes
oslosphinx,infra tools,9,2,6,suse,2,0.3333333333333333,no
oslosphinx,infra tools,8,1,5,hpe,2,0.4,no
tempest-plugin-cookiecutter,component,17,5,1,suse,1,1.0,yes
tempest-plugin-cookiecutter,component,13,1,2,nec,2,1.0,yes
python-tricircleclient,Client,18,4,5,independent,2,0.4,no
python-tricircleclient,Client,17,3,1,independent,1,1.0,yes
python-tricircleclient,Client,16,2,20,intel,8,0.4,no
python-tricircleclient,Client,15,1,3,intel,3,1.0,yes
fuel-plugin-vmware-dvs,deployment,15,4,7,mirantis,7,1.0,yes
fuel-plugin-vmware-dvs,deployment,14,3,56,mirantis,56,1.0,yes
fuel-plugin-vmware-dvs,deployment,13,2,70,mirantis,70,1.0,yes
fuel-plugin-vmware-dvs,deployment,12,1,35,mirantis,35,1.0,yes
watcher-tempest-plugin,component,18,6,15,servionica,8,0.5333333333333333,yes
watcher-tempest-plugin,component,16,4,14,servionica,4,0.2857142857142857,no
watcher-tempest-plugin,component,15,3,12,b<>com,5,0.4166666666666667,no
watcher-tempest-plugin,component,14,2,16,b<>com,12,0.75,yes
watcher-tempest-plugin,component,13,1,12,b<>com,9,0.75,yes
ironic-staging-drivers,component,18,6,12,red hat,7,0.5833333333333334,yes
ironic-staging-drivers,component,17,5,16,mirantis,12,0.75,yes
ironic-staging-drivers,component,16,4,21,mirantis,17,0.8095238095238095,yes
ironic-staging-drivers,component,15,3,14,mirantis,13,0.9285714285714286,yes
ironic-staging-drivers,component,14,2,11,mirantis,7,0.6363636363636364,yes
ironic-staging-drivers,component,13,1,4,independent,1,0.25,no
fuel-plugin-cinder-netapp,deployment,16,6,1,mirantis,1,1.0,yes
fuel-plugin-cinder-netapp,deployment,15,5,3,mirantis,3,1.0,yes
fuel-plugin-cinder-netapp,deployment,14,4,14,mirantis,13,0.9285714285714286,yes
fuel-plugin-cinder-netapp,deployment,13,3,5,dell,2,0.4,no
fuel-plugin-cinder-netapp,deployment,12,2,7,mirantis,4,0.5714285714285714,yes
fuel-plugin-cinder-netapp,deployment,11,1,5,mirantis,4,0.8,yes
swiftonfile,component,17,10,1,zte corporation,1,1.0,yes
swiftonfile,component,16,9,1,nec,1,1.0,yes
swiftonfile,component,14,7,4,red hat,3,0.75,yes
swiftonfile,component,13,6,13,red hat,10,0.7692307692307693,yes
swiftonfile,component,12,5,11,red hat,9,0.8181818181818182,yes
swiftonfile,component,11,4,9,red hat,6,0.6666666666666666,yes
swiftonfile,component,10,3,70,red hat,69,0.9857142857142858,yes
swiftonfile,component,9,2,64,red hat,63,0.984375,yes
swiftonfile,component,8,1,140,red hat,138,0.9857142857142858,yes
airship-berth,deployment,18,2,1,at&t,1,1.0,yes
airship-berth,deployment,17,1,8,dell,7,0.875,yes
ansible-role-k8s-keystone,deployment,17,2,5,independent,5,1.0,yes
ansible-role-k8s-keystone,deployment,16,1,13,independent,10,0.7692307692307693,yes
python-tackerclient,Client,18,9,13,independent,9,0.6923076923076923,yes
python-tackerclient,Client,17,8,16,independent,5,0.3125,no
python-tackerclient,Client,16,7,15,99cloud,3,0.2,no
python-tackerclient,Client,15,6,18,independent,3,0.16666666666666666,no
python-tackerclient,Client,14,5,37,red hat,9,0.24324324324324326,no
python-tackerclient,Client,13,4,27,deutsche telekom,6,0.2222222222222222,no
python-tackerclient,Client,12,3,15,intel,7,0.4666666666666667,no
python-tackerclient,Client,11,2,7,intel,7,1.0,yes
python-tackerclient,Client,10,1,8,intel,7,0.875,yes
osops-coda,community,16,2,1,rackspace,1,1.0,yes
osops-coda,community,15,1,1,fujitsu,1,1.0,yes
bareon,component,17,8,4,cray,3,0.75,yes
bareon,component,16,7,8,mirantis,5,0.625,yes
bareon,component,15,6,39,mirantis,36,0.9230769230769231,yes
bareon,component,14,5,50,mirantis,47,0.94,yes
bareon,component,13,4,46,mirantis,41,0.8913043478260869,yes
bareon,component,12,3,58,mirantis,57,0.9827586206896551,yes
bareon,component,11,2,49,mirantis,47,0.9591836734693877,yes
bareon,component,10,1,21,mirantis,20,0.9523809523809523,yes
os-performance-tools,community,13,1,27,ibm,25,0.9259259259259259,yes
monitorstack,component,18,3,2,netapp,1,0.5,yes
monitorstack,component,17,2,2,99cloud,1,0.5,yes
monitorstack,component,16,1,45,rackspace,36,0.8,yes
molteniron,component,18,5,1,red hat,1,1.0,yes
molteniron,component,16,3,2,ibm,1,0.5,yes
molteniron,component,15,2,27,ibm,25,0.9259259259259259,yes
molteniron,component,14,1,1,ibm,1,1.0,yes
congress-dashboard,component,18,3,12,99cloud,5,0.4166666666666667,no
congress-dashboard,component,17,2,5,nec,4,0.8,yes
congress-dashboard,component,16,1,22,nec,16,0.7272727272727273,yes
murano-plugin-networking-sfc,component,14,1,5,mirantis,5,1.0,yes
debtcollector,component,18,8,5,red hat,3,0.6,yes
debtcollector,component,17,7,3,suse,2,0.6666666666666666,yes
debtcollector,component,16,6,6,easystack,2,0.3333333333333333,no
debtcollector,component,15,5,4,easystack,2,0.5,yes
debtcollector,component,14,4,6,easystack,1,0.16666666666666666,no
debtcollector,component,13,3,8,easystack,3,0.375,no
debtcollector,component,12,2,14,yahoo!,8,0.5714285714285714,yes
debtcollector,component,11,1,14,yahoo!,12,0.8571428571428571,yes
ansible-role-systemd_service,deployment,18,3,18,rackspace,10,0.5555555555555556,yes
ansible-role-systemd_service,deployment,16,1,3,rackspace,3,1.0,yes
vitrage,component,18,6,76,nokia,54,0.7105263157894737,yes
vitrage,component,17,5,167,nokia,119,0.7125748502994012,yes
vitrage,component,16,4,126,nokia,77,0.6111111111111112,yes
vitrage,component,15,3,95,nokia,50,0.5263157894736842,yes
vitrage,component,14,2,174,nokia,138,0.7931034482758621,yes
vitrage,component,13,1,280,nokia,277,0.9892857142857143,yes
networking-midonet,component,18,11,22,ibm,6,0.2727272727272727,no
networking-midonet,component,17,10,39,midokura,32,0.8205128205128205,yes
networking-midonet,component,16,9,130,midokura,114,0.8769230769230769,yes
networking-midonet,component,15,8,78,midokura,60,0.7692307692307693,yes
networking-midonet,component,14,7,92,midokura,65,0.7065217391304348,yes
networking-midonet,component,13,6,109,midokura,78,0.7155963302752294,yes
networking-midonet,component,12,5,95,midokura,93,0.9789473684210527,yes
networking-midonet,component,11,4,106,midokura,106,1.0,yes
networking-midonet,component,10,3,54,midokura,31,0.5740740740740741,yes
networking-midonet,component,9,2,12,midokura,3,0.25,no
networking-midonet,component,8,1,13,suse,4,0.3076923076923077,no
puppet-setproxy,deployment,12,1,1,hp,1,1.0,yes
monasca-transform,component,18,5,14,fujitsu,4,0.2857142857142857,no
monasca-transform,component,17,4,2,fujitsu,1,0.5,yes
monasca-transform,component,16,3,19,hp,9,0.47368421052631576,no
monasca-transform,component,15,2,19,hpe,10,0.5263157894736842,yes
monasca-transform,component,14,1,32,hpe,23,0.71875,yes
tempest-lib,component,13,9,22,nec,10,0.45454545454545453,no
tempest-lib,component,12,8,40,nec,18,0.45,no
tempest-lib,component,11,7,36,hpe,20,0.5555555555555556,yes
tempest-lib,component,10,6,32,hpe,23,0.71875,yes
tempest-lib,component,9,5,33,ibm,9,0.2727272727272727,no
tempest-lib,component,8,4,22,red hat,9,0.4090909090909091,no
tempest-lib,component,7,3,9,red hat,4,0.4444444444444444,no
tempest-lib,component,6,2,3,red hat,2,0.6666666666666666,yes
tempest-lib,component,5,1,2,canonical,1,0.5,yes
charm-barbican,deployment,18,6,8,canonical,7,0.875,yes
charm-barbican,deployment,17,5,10,canonical,10,1.0,yes
charm-barbican,deployment,16,4,5,canonical,5,1.0,yes
charm-barbican,deployment,15,3,5,canonical,5,1.0,yes
charm-barbican,deployment,14,2,27,canonical,27,1.0,yes
charm-barbican,deployment,13,1,6,canonical,6,1.0,yes
charm-keystone-ldap,deployment,18,4,6,canonical,5,0.8333333333333334,yes
charm-keystone-ldap,deployment,17,3,9,canonical,9,1.0,yes
charm-keystone-ldap,deployment,16,2,6,canonical,6,1.0,yes
charm-keystone-ldap,deployment,15,1,8,canonical,8,1.0,yes
fuel-plugin-ldap-slaves,deployment,14,1,1,independent,1,1.0,yes
kiloeyes,component,14,3,6,independent,5,0.8333333333333334,yes
kiloeyes,component,13,2,16,ibm,14,0.875,yes
kiloeyes,component,12,1,3,ibm,3,1.0,yes
alexandria,component,13,2,6,independent,4,0.6666666666666666,yes
alexandria,component,12,1,24,independent,24,1.0,yes
neutron-fwaas,component,18,16,37,fujitsu,11,0.2972972972972973,no
neutron-fwaas,component,17,15,26,fujitsu,14,0.5384615384615384,yes
neutron-fwaas,component,16,14,75,fujitsu,14,0.18666666666666668,no
neutron-fwaas,component,15,13,56,fujitsu,11,0.19642857142857142,no
neutron-fwaas,component,14,12,54,comcast,13,0.24074074074074073,no
neutron-fwaas,component,13,11,49,midokura,8,0.16326530612244897,no
neutron-fwaas,component,12,10,49,red hat,10,0.20408163265306123,no
neutron-fwaas,component,11,9,95,red hat,23,0.24210526315789474,no
neutron-fwaas,component,10,8,68,red hat,17,0.25,no
neutron-fwaas,component,9,7,42,nec,4,0.09523809523809523,no
neutron-fwaas,component,8,6,62,red hat,12,0.1935483870967742,no
neutron-fwaas,component,7,5,52,red hat,18,0.34615384615384615,no
neutron-fwaas,component,6,4,28,red hat,5,0.17857142857142858,no
neutron-fwaas,component,5,3,23,vmware,9,0.391304347826087,no
neutron-fwaas,component,3,1,1,cisco systems,1,1.0,yes
neutron-fwaas,component,4,2,8,vmware,5,0.625,yes
ansible-role-redhat-subscription,deployment,18,5,1,red hat,1,1.0,yes
ansible-role-redhat-subscription,deployment,17,4,7,red hat,6,0.8571428571428571,yes
ansible-role-redhat-subscription,deployment,15,2,3,red hat,3,1.0,yes
ansible-role-redhat-subscription,deployment,14,1,4,red hat,4,1.0,yes
puppet-openstack_extras,deployment,18,9,23,independent,7,0.30434782608695654,no
puppet-openstack_extras,deployment,17,8,9,independent,3,0.3333333333333333,no
puppet-openstack_extras,deployment,16,7,20,red hat,11,0.55,yes
puppet-openstack_extras,deployment,15,6,9,red hat,6,0.6666666666666666,yes
puppet-openstack_extras,deployment,14,5,20,red hat,15,0.75,yes
puppet-openstack_extras,deployment,13,4,17,red hat,12,0.7058823529411765,yes
puppet-openstack_extras,deployment,12,3,21,red hat,13,0.6190476190476191,yes
puppet-openstack_extras,deployment,11,2,10,red hat,4,0.4,no
puppet-openstack_extras,deployment,10,1,1,aptira,1,1.0,yes
openstack-ansible-os_monasca,deployment,18,5,24,rackspace,12,0.5,yes
openstack-ansible-os_monasca,deployment,17,4,9,rackspace,3,0.3333333333333333,no
openstack-ansible-os_monasca,deployment,16,3,13,rackspace,7,0.5384615384615384,yes
openstack-ansible-os_monasca,deployment,15,2,24,internet solutions,11,0.4583333333333333,no
openstack-ansible-os_monasca,deployment,14,1,7,rackspace,6,0.8571428571428571,yes
openstack-ansible-galera_server,deployment,18,6,27,vexxhost,7,0.25925925925925924,no
openstack-ansible-galera_server,deployment,17,5,34,rackspace,15,0.4411764705882353,no
openstack-ansible-galera_server,deployment,16,4,35,rackspace,16,0.45714285714285713,no
openstack-ansible-galera_server,deployment,15,3,35,rackspace,21,0.6,yes
openstack-ansible-galera_server,deployment,14,2,46,rackspace,29,0.6304347826086957,yes
openstack-ansible-galera_server,deployment,13,1,20,rackspace,12,0.6,yes
radar,infra tools,13,5,1,suse,1,1.0,yes
radar,infra tools,11,3,2,independent,2,1.0,yes
radar,infra tools,10,2,9,rackspace,9,1.0,yes
radar,infra tools,9,1,21,rackspace,21,1.0,yes
charm-percona-cluster,deployment,18,11,14,canonical,12,0.8571428571428571,yes
charm-percona-cluster,deployment,17,10,18,canonical,16,0.8888888888888888,yes
charm-percona-cluster,deployment,16,9,21,canonical,21,1.0,yes
charm-percona-cluster,deployment,15,8,10,canonical,8,0.8,yes
charm-percona-cluster,deployment,14,7,22,canonical,22,1.0,yes
charm-percona-cluster,deployment,13,6,14,canonical,14,1.0,yes
charm-percona-cluster,deployment,12,5,94,canonical,94,1.0,yes
charm-percona-cluster,deployment,11,4,86,canonical,86,1.0,yes
charm-percona-cluster,deployment,10,3,60,canonical,44,0.7333333333333333,yes
charm-percona-cluster,deployment,9,2,13,canonical,13,1.0,yes
charm-percona-cluster,deployment,8,1,12,canonical,12,1.0,yes
python-qinlingclient,Client,18,3,21,catalyst it,10,0.47619047619047616,no
python-qinlingclient,Client,17,2,18,catalyst it,13,0.7222222222222222,yes
python-qinlingclient,Client,16,1,6,catalyst it,6,1.0,yes
horizon,component,18,17,214,nec,105,0.49065420560747663,no
horizon,component,17,16,247,nec,101,0.4089068825910931,no
horizon,component,16,15,326,nec,92,0.2822085889570552,no
horizon,component,15,14,214,cisco systems,41,0.19158878504672897,no
horizon,component,14,13,524,hpe,88,0.16793893129770993,no
horizon,component,13,12,544,hpe,97,0.17830882352941177,no
horizon,component,12,11,627,ibm,85,0.13556618819776714,no
horizon,component,11,10,734,red hat,111,0.15122615803814715,no
horizon,component,10,9,589,red hat,99,0.16808149405772496,no
horizon,component,9,8,421,red hat,94,0.22327790973871733,no
horizon,component,8,7,351,red hat,67,0.1908831908831909,no
horizon,component,7,6,158,nebula,31,0.1962025316455696,no
horizon,component,6,5,218,nebula,141,0.6467889908256881,yes
horizon,component,5,4,478,nebula,249,0.5209205020920502,yes
horizon,component,4,3,477,nebula,235,0.49266247379454925,no
horizon,component,3,2,28,nebula,13,0.4642857142857143,no
horizon,component,2,1,18,independent,11,0.6111111111111112,yes
sahara-dashboard,component,18,11,32,red hat,14,0.4375,no
sahara-dashboard,component,17,10,23,inspur,5,0.21739130434782608,no
sahara-dashboard,component,16,9,18,independent,5,0.2777777777777778,no
sahara-dashboard,component,15,8,13,mirantis,5,0.38461538461538464,no
sahara-dashboard,component,14,7,50,mirantis,39,0.78,yes
sahara-dashboard,component,13,6,70,mirantis,36,0.5142857142857142,yes
sahara-dashboard,component,12,5,2,hpe,1,0.5,yes
sahara-dashboard,component,11,4,4,mirantis,3,0.75,yes
sahara-dashboard,component,10,3,17,mirantis,12,0.7058823529411765,yes
sahara-dashboard,component,9,2,59,red hat,30,0.5084745762711864,yes
sahara-dashboard,component,8,1,124,mirantis,115,0.9274193548387096,yes
puppet-monasca,deployment,18,8,11,red hat,3,0.2727272727272727,no
puppet-monasca,deployment,17,7,4,vexxhost,2,0.5,yes
puppet-monasca,deployment,16,6,1,charter,1,1.0,yes
puppet-monasca,deployment,15,5,10,charter,7,0.7,yes
puppet-monasca,deployment,14,4,30,charter,22,0.7333333333333333,yes
puppet-monasca,deployment,13,3,20,charter,16,0.8,yes
puppet-monasca,deployment,12,2,33,charter,17,0.5151515151515151,yes
puppet-monasca,deployment,11,1,77,charter,39,0.5064935064935064,yes
fuel-plugin-neutron-vpnaas,deployment,14,4,1,ibm,1,1.0,yes
fuel-plugin-neutron-vpnaas,deployment,13,3,4,independent,2,0.5,yes
fuel-plugin-neutron-vpnaas,deployment,12,2,5,mirantis,5,1.0,yes
fuel-plugin-neutron-vpnaas,deployment,11,1,14,independent,10,0.7142857142857143,yes
zun,component,18,5,228,huawei,102,0.4473684210526316,no
zun,component,17,4,247,huawei,72,0.291497975708502,no
zun,component,16,3,285,huawei,76,0.26666666666666666,no
zun,component,15,2,139,huawei,35,0.2517985611510791,no
zun,component,14,1,86,independent,22,0.2558139534883721,no
openstack-ansible-os_monasca-agent,deployment,18,4,16,rackspace,5,0.3125,no
openstack-ansible-os_monasca-agent,deployment,17,3,9,rackspace,4,0.4444444444444444,no
openstack-ansible-os_monasca-agent,deployment,16,2,5,independent,3,0.6,yes
openstack-ansible-os_monasca-agent,deployment,15,1,3,mirantis,3,1.0,yes
puppet-openstack-specs,deployment,18,9,2,99cloud,1,0.5,yes
puppet-openstack-specs,deployment,17,8,2,99cloud,1,0.5,yes
puppet-openstack-specs,deployment,15,6,1,zte corporation,1,1.0,yes
puppet-openstack-specs,deployment,14,5,1,red hat,1,1.0,yes
puppet-openstack-specs,deployment,13,4,1,time warner cable,1,1.0,yes
puppet-openstack-specs,deployment,12,3,5,red hat,4,0.8,yes
puppet-openstack-specs,deployment,11,2,2,mirantis,1,0.5,yes
puppet-openstack-specs,deployment,10,1,4,puppet labs,3,0.75,yes
ansible-role-ara,deployment,18,4,21,red hat,19,0.9047619047619048,yes
ansible-role-ara,deployment,16,2,4,red hat,4,1.0,yes
ansible-role-ara,deployment,15,1,6,red hat,6,1.0,yes
ekko,component,14,2,2,servosity,1,0.5,yes
ekko,component,13,1,12,servosity,7,0.5833333333333334,yes
openstack-ansible-os_sahara,deployment,18,5,21,rackspace,12,0.5714285714285714,yes
openstack-ansible-os_sahara,deployment,17,4,11,rackspace,5,0.45454545454545453,no
openstack-ansible-os_sahara,deployment,16,3,21,rackspace,10,0.47619047619047616,no
openstack-ansible-os_sahara,deployment,15,2,21,rackspace,13,0.6190476190476191,yes
openstack-ansible-os_sahara,deployment,14,1,35,rackspace,18,0.5142857142857142,yes
osc-lib,plugin,18,13,12,red hat,7,0.5833333333333334,yes
osc-lib,plugin,17,12,14,intel,5,0.35714285714285715,no
osc-lib,plugin,16,11,24,intel,6,0.25,no
osc-lib,plugin,15,10,9,intel,4,0.4444444444444444,no
osc-lib,plugin,14,9,73,intel,39,0.5342465753424658,yes
osc-lib,plugin,13,8,70,ibm,22,0.3142857142857143,no
osc-lib,plugin,12,7,51,hpe,11,0.21568627450980393,no
osc-lib,plugin,11,6,41,nebula,12,0.2926829268292683,no
osc-lib,plugin,10,5,45,nebula,15,0.3333333333333333,no
osc-lib,plugin,9,4,19,hpe,5,0.2631578947368421,no
osc-lib,plugin,8,3,37,rackspace,14,0.3783783783783784,no
osc-lib,plugin,7,2,15,ibm,6,0.4,no
osc-lib,plugin,6,1,30,rackspace,20,0.6666666666666666,yes
karbor,component,18,6,8,fujitsu,3,0.375,no
karbor,component,17,5,66,huawei,30,0.45454545454545453,no
karbor,component,16,4,130,99cloud,53,0.4076923076923077,no
karbor,component,15,3,123,huawei,49,0.3983739837398374,no
karbor,component,14,2,142,huawei,70,0.49295774647887325,no
karbor,component,13,1,58,huawei,31,0.5344827586206896,yes
cloudkitty-tempest-plugin,component,18,2,3,objectif libre,3,1.0,yes
cloudkitty-tempest-plugin,component,17,1,1,gohighsec,1,1.0,yes
sahara-plugin-spark,component,18,9,8,red hat,5,0.625,yes
sahara-plugin-spark,component,17,8,9,fujitsu,2,0.2222222222222222,no
sahara-plugin-spark,component,16,7,17,red hat,5,0.29411764705882354,no
sahara-plugin-spark,component,15,6,3,fujitsu,1,0.3333333333333333,no
sahara-plugin-spark,component,14,5,15,mirantis,8,0.5333333333333333,yes
sahara-plugin-spark,component,13,4,26,mirantis,11,0.4230769230769231,no
sahara-plugin-spark,component,12,3,24,mirantis,11,0.4583333333333333,no
sahara-plugin-spark,component,11,2,37,mirantis,21,0.5675675675675675,yes
sahara-plugin-spark,component,10,1,36,mirantis,25,0.6944444444444444,yes
tc-as-a-service,component,16,2,6,huawei,5,0.8333333333333334,yes
tc-as-a-service,component,15,1,28,independent,28,1.0,yes
osops-tools-monitoring,community,18,7,3,red hat,2,0.6666666666666666,yes
osops-tools-monitoring,community,17,6,6,red hat,6,1.0,yes
osops-tools-monitoring,community,16,5,3,red hat,3,1.0,yes
osops-tools-monitoring,community,15,4,7,red hat,6,0.8571428571428571,yes
osops-tools-monitoring,community,14,3,11,red hat,6,0.5454545454545454,yes
osops-tools-monitoring,community,13,2,11,red hat,8,0.7272727272727273,yes
osops-tools-monitoring,community,12,1,2,b1 systems gmbh,2,1.0,yes
mogan-specs,component,17,3,2,fiberhome,1,0.5,yes
mogan-specs,component,16,2,4,huawei,4,1.0,yes
mogan-specs,component,15,1,2,awcloud,1,0.5,yes
charm-ironic,deployment,17,1,1,internap,1,1.0,yes
steth,component,14,2,8,unitedstack,8,1.0,yes
steth,component,13,1,70,unitedstack,61,0.8714285714285714,yes
openstack-ansible-lxc_container_create,deployment,18,6,30,rackspace,12,0.4,no
openstack-ansible-lxc_container_create,deployment,17,5,20,rackspace,13,0.65,yes
openstack-ansible-lxc_container_create,deployment,16,4,28,rackspace,9,0.32142857142857145,no
openstack-ansible-lxc_container_create,deployment,15,3,10,rackspace,5,0.5,yes
openstack-ansible-lxc_container_create,deployment,14,2,47,rackspace,39,0.8297872340425532,yes
openstack-ansible-lxc_container_create,deployment,13,1,13,rackspace,7,0.5384615384615384,yes
python-distilclient,Client,17,4,3,catalyst it,3,1.0,yes
python-distilclient,Client,16,3,10,catalyst it,7,0.7,yes
python-distilclient,Client,15,2,2,catalyst it,1,0.5,yes
python-distilclient,Client,14,1,2,catalyst it,1,0.5,yes
salt-formula-kubernetes,deployment,15,2,25,tcp cloud,12,0.48,no
salt-formula-kubernetes,deployment,14,1,36,tcp cloud,34,0.9444444444444444,yes
ceilometer,component,18,6,31,red hat,16,0.5161290322580645,yes
ceilometer,component,17,5,162,huawei,62,0.38271604938271603,no
ceilometer,component,16,4,159,red hat,58,0.36477987421383645,no
ceilometer,component,15,3,200,red hat,85,0.425,no
ceilometer,component,14,2,155,red hat,45,0.2903225806451613,no
ceilometer,component,13,1,1,intel,1,1.0,yes
python-mistralclient,Client,18,10,20,red hat,9,0.45,no
python-mistralclient,Client,17,9,15,nokia,7,0.4666666666666667,no
python-mistralclient,Client,16,8,31,nec,10,0.3225806451612903,no
python-mistralclient,Client,15,7,42,nec,18,0.42857142857142855,no
python-mistralclient,Client,14,6,41,nec,11,0.2682926829268293,no
python-mistralclient,Client,13,5,25,catalyst it,7,0.28,no
python-mistralclient,Client,12,4,37,huawei,11,0.2972972972972973,no
python-mistralclient,Client,11,3,42,mirantis,17,0.40476190476190477,no
python-mistralclient,Client,10,2,55,mirantis,25,0.45454545454545453,no
python-mistralclient,Client,9,1,9,mirantis,5,0.5555555555555556,yes
cookbook-openstack-integration-test,deployment,18,9,6,workday,5,0.8333333333333334,yes
cookbook-openstack-integration-test,deployment,17,8,6,independent,2,0.3333333333333333,no
cookbook-openstack-integration-test,deployment,16,7,5,cloudbau,3,0.6,yes
cookbook-openstack-integration-test,deployment,15,6,4,x-ion,2,0.5,yes
cookbook-openstack-integration-test,deployment,14,5,7,ibm,3,0.42857142857142855,no
cookbook-openstack-integration-test,deployment,13,4,1,cloudbau,1,1.0,yes
cookbook-openstack-integration-test,deployment,12,3,7,ibm,6,0.8571428571428571,yes
cookbook-openstack-integration-test,deployment,11,2,10,ibm,4,0.4,no
cookbook-openstack-integration-test,deployment,10,1,1,x-ion,1,1.0,yes
snap-nova,deployment,17,3,2,canonical,1,0.5,yes
snap-nova,deployment,16,2,16,canonical,16,1.0,yes
snap-nova,deployment,15,1,4,canonical,4,1.0,yes
tempest,component,18,15,170,nec,42,0.24705882352941178,no
tempest,component,17,14,220,zte corporation,48,0.21818181818181817,no
tempest,component,16,13,409,zte corporation,75,0.18337408312958436,no
tempest,component,15,12,315,zte corporation,86,0.273015873015873,no
tempest,component,14,11,502,hpe,103,0.2051792828685259,no
tempest,component,13,10,375,nec,137,0.36533333333333334,no
tempest,component,12,9,400,nec,150,0.375,no
tempest,component,11,8,484,nec,130,0.26859504132231404,no
tempest,component,10,7,451,hpe,144,0.31929046563192903,no
tempest,component,9,6,671,ibm,226,0.33681073025335323,no
tempest,component,8,5,369,ibm,124,0.33604336043360433,no
tempest,component,7,4,283,ibm,107,0.37809187279151946,no
tempest,component,6,3,90,nebula,12,0.13333333333333333,no
tempest,component,5,2,89,rackspace,43,0.48314606741573035,no
tempest,component,4,1,19,cisco systems,12,0.631578947368421,yes
xstatic-font-awesome,deployment,13,3,2,seznam.cz,1,0.5,yes
xstatic-font-awesome,deployment,12,2,1,independent,1,1.0,yes
xstatic-font-awesome,deployment,11,1,1,independent,1,1.0,yes
fuel-ccp-elasticsearch,deployment,16,1,1,mirantis,1,1.0,yes
charm-neutron-dynamic-routing,deployment,18,2,16,canonical,14,0.875,yes
charm-neutron-dynamic-routing,deployment,17,1,1,canonical,1,1.0,yes
python-heatclient,Client,18,12,13,red hat,6,0.46153846153846156,no
python-heatclient,Client,17,11,14,red hat,6,0.42857142857142855,no
python-heatclient,Client,16,10,18,red hat,7,0.3888888888888889,no
python-heatclient,Client,15,9,31,red hat,17,0.5483870967741935,yes
python-heatclient,Client,14,8,48,red hat,18,0.375,no
python-heatclient,Client,13,7,96,ibm,25,0.2604166666666667,no
python-heatclient,Client,12,6,49,red hat,15,0.30612244897959184,no
python-heatclient,Client,11,5,45,red hat,20,0.4444444444444444,no
python-heatclient,Client,10,4,41,red hat,6,0.14634146341463414,no
python-heatclient,Client,9,3,119,red hat,34,0.2857142857142857,no
python-heatclient,Client,8,2,45,red hat,18,0.4,no
python-heatclient,Client,7,1,53,red hat,49,0.9245283018867925,yes
instack-undercloud,deployment,18,10,34,red hat,27,0.7941176470588235,yes
instack-undercloud,deployment,17,9,61,red hat,56,0.9180327868852459,yes
instack-undercloud,deployment,16,8,84,red hat,78,0.9285714285714286,yes
instack-undercloud,deployment,15,7,83,red hat,78,0.9397590361445783,yes
instack-undercloud,deployment,14,6,110,red hat,110,1.0,yes
instack-undercloud,deployment,13,5,63,red hat,63,1.0,yes
instack-undercloud,deployment,12,4,153,red hat,149,0.9738562091503268,yes
instack-undercloud,deployment,11,3,364,red hat,355,0.9752747252747253,yes
instack-undercloud,deployment,10,2,343,red hat,338,0.9854227405247813,yes
instack-undercloud,deployment,9,1,201,red hat,199,0.9900497512437811,yes
fuel-plugin-external-emc,deployment,14,4,7,mirantis,7,1.0,yes
fuel-plugin-external-emc,deployment,13,3,1,openstack foundation,1,1.0,yes
fuel-plugin-external-emc,deployment,12,2,2,mirantis,2,1.0,yes
fuel-plugin-external-emc,deployment,11,1,2,mirantis,2,1.0,yes
cloudbase-init,deployment,18,12,6,cloudbase solutions,6,1.0,yes
cloudbase-init,deployment,17,11,1,yahoo!,1,1.0,yes
cloudbase-init,deployment,16,10,24,cloudbase solutions,23,0.9583333333333334,yes
cloudbase-init,deployment,15,9,12,cloudbase solutions,10,0.8333333333333334,yes
cloudbase-init,deployment,14,8,4,rackspace,2,0.5,yes
cloudbase-init,deployment,13,7,7,cloudbase solutions,6,0.8571428571428571,yes
cloudbase-init,deployment,12,6,56,cloudbase solutions,56,1.0,yes
cloudbase-init,deployment,11,5,66,cloudbase solutions,59,0.8939393939393939,yes
cloudbase-init,deployment,10,4,64,cloudbase solutions,61,0.953125,yes
cloudbase-init,deployment,9,3,67,cloudbase solutions,67,1.0,yes
cloudbase-init,deployment,8,2,16,cloudbase solutions,13,0.8125,yes
cloudbase-init,deployment,7,1,22,cloudbase solutions,20,0.9090909090909091,yes
pbrx,infra tools,18,1,22,red hat,18,0.8181818181818182,yes
fuel-upgrade,deployment,14,6,1,mirantis,1,1.0,yes
fuel-upgrade,deployment,13,5,12,mirantis,6,0.5,yes
